lat,lon,satelite,data
11.213600,-73.277000,GOES-19,2025-08-28 18:40:00
11.315500,-69.466300,GOES-19,2025-08-28 18:40:00
11.232300,-73.295300,GOES-19,2025-08-28 18:40:00
11.232300,-73.276900,GOES-19,2025-08-28 18:40:00
11.213600,-73.295400,GOES-19,2025-08-28 18:40:00
11.222200,-69.394200,GOES-19,2025-08-28 18:40:00
11.184500,-69.487900,GOES-19,2025-08-28 18:40:00
10.920200,-70.438100,GOES-19,2025-08-28 18:40:00
10.510700,-70.186900,GOES-19,2025-08-28 18:40:00
9.710800,-70.477500,GOES-19,2025-08-28 18:40:00
9.692300,-70.477800,GOES-19,2025-08-28 18:40:00
-6.739800,-76.679500,GOES-19,2025-08-28 18:40:00
-7.252700,-75.009100,GOES-19,2025-08-28 18:40:00
-8.006200,-74.954500,GOES-19,2025-08-28 18:40:00
-8.043100,-74.954500,GOES-19,2025-08-28 18:40:00
-8.135100,-75.009100,GOES-19,2025-08-28 18:40:00
-8.947000,-73.876400,GOES-19,2025-08-28 18:40:00
-10.697700,-65.509300,GOES-19,2025-08-28 18:40:00
-10.697800,-65.490500,GOES-19,2025-08-28 18:40:00
-10.716400,-65.508600,GOES-19,2025-08-28 18:40:00
-10.716500,-65.489800,GOES-19,2025-08-28 18:40:00
-10.975100,-66.043500,GOES-19,2025-08-28 18:40:00
-10.975200,-66.024700,GOES-19,2025-08-28 18:40:00
-11.063400,-74.493700,GOES-19,2025-08-28 18:40:00
-11.063400,-74.475200,GOES-19,2025-08-28 18:40:00
-11.212800,-74.382800,GOES-19,2025-08-28 18:40:00
-11.479200,-66.287700,GOES-19,2025-08-28 18:40:00
-11.497900,-66.287000,GOES-19,2025-08-28 18:40:00
-11.740000,-66.616100,GOES-19,2025-08-28 18:40:00
-11.758800,-66.615500,GOES-19,2025-08-28 18:40:00
-12.314800,-64.855600,GOES-19,2025-08-28 18:40:00
-12.314900,-64.836600,GOES-19,2025-08-28 18:40:00
-13.273500,-65.608100,GOES-19,2025-08-28 18:40:00
-13.292200,-65.645200,GOES-19,2025-08-28 18:40:00
-13.292500,-65.607200,GOES-19,2025-08-28 18:40:00
-13.311200,-65.644300,GOES-19,2025-08-28 18:40:00
-13.311400,-65.606300,GOES-19,2025-08-28 18:40:00
-13.311600,-65.587300,GOES-19,2025-08-28 18:40:00
-13.632800,-65.781300,GOES-19,2025-08-28 18:40:00
-14.525200,-63.760500,GOES-19,2025-08-28 18:40:00
-14.737200,-65.975500,GOES-19,2025-08-28 18:40:00
-14.974900,-64.947100,GOES-19,2025-08-28 18:40:00
-14.994100,-64.946000,GOES-19,2025-08-28 18:40:00
-15.594500,-64.428200,GOES-19,2025-08-28 18:40:00
-15.879700,-62.853900,GOES-19,2025-08-28 18:40:00
-15.879900,-62.834400,GOES-19,2025-08-28 18:40:00
-16.390600,-64.046500,GOES-19,2025-08-28 18:40:00
-16.390800,-64.027100,GOES-19,2025-08-28 18:40:00
-16.914100,-59.273900,GOES-19,2025-08-28 18:40:00
-18.225400,-62.508600,GOES-19,2025-08-28 18:40:00
-18.245200,-62.506900,GOES-19,2025-08-28 18:40:00
-22.702100,-62.142600,GOES-19,2025-08-28 18:40:00
-22.722800,-62.140200,GOES-19,2025-08-28 18:40:00
-23.226900,-59.324500,GOES-19,2025-08-28 18:40:00
-23.227300,-59.303300,GOES-19,2025-08-28 18:40:00
-23.309600,-60.468900,GOES-19,2025-08-28 18:40:00
-23.330400,-60.466200,GOES-19,2025-08-28 18:40:00
-23.330800,-60.445200,GOES-19,2025-08-28 18:40:00
-23.351300,-60.463400,GOES-19,2025-08-28 18:40:00
-23.351600,-60.442400,GOES-19,2025-08-28 18:40:00
-23.776200,-61.182500,GOES-19,2025-08-28 18:40:00
-24.706300,-63.366500,GOES-19,2025-08-28 18:40:00
-24.857100,-59.615600,GOES-19,2025-08-28 18:40:00
-25.818300,-61.693700,GOES-19,2025-08-28 18:40:00
-25.818600,-61.672400,GOES-19,2025-08-28 18:40:00
-26.270600,-55.830700,GOES-19,2025-08-28 18:40:00
-26.271200,-55.808200,GOES-19,2025-08-28 18:40:00
-27.107700,-60.908700,GOES-19,2025-08-28 18:40:00
-27.129600,-60.905400,GOES-19,2025-08-28 18:40:00
-27.658600,-59.687200,GOES-19,2025-08-28 18:40:00
-27.732100,-60.354200,GOES-19,2025-08-28 18:40:00
-27.802100,-60.167700,GOES-19,2025-08-28 18:40:00
-27.802500,-60.145700,GOES-19,2025-08-28 18:40:00
-27.904400,-64.072300,GOES-19,2025-08-28 18:40:00
-27.926100,-64.091100,GOES-19,2025-08-28 18:40:00
-27.926400,-64.069600,GOES-19,2025-08-28 18:40:00
-27.926800,-64.048100,GOES-19,2025-08-28 18:40:00
-27.948500,-64.067000,GOES-19,2025-08-28 18:40:00
-28.034600,-62.894300,GOES-19,2025-08-28 18:40:00
-28.035000,-62.872700,GOES-19,2025-08-28 18:40:00
-28.279800,-62.774600,GOES-19,2025-08-28 18:40:00
-28.423700,-56.461900,GOES-19,2025-08-28 18:40:00
-28.391200,-62.737600,GOES-19,2025-08-28 18:40:00
-28.526400,-56.780300,GOES-19,2025-08-28 18:40:00
-28.520800,-60.686700,GOES-19,2025-08-28 18:40:00
-28.543100,-60.683100,GOES-19,2025-08-28 18:40:00
-28.733300,-59.166500,GOES-19,2025-08-28 18:40:00
-28.755800,-59.162300,GOES-19,2025-08-28 18:40:00
-28.774200,-65.087700,GOES-19,2025-08-28 18:40:00
-28.774500,-65.066200,GOES-19,2025-08-28 18:40:00
-28.796500,-65.085200,GOES-19,2025-08-28 18:40:00
-28.796800,-65.063700,GOES-19,2025-08-28 18:40:00
-29.227000,-61.101200,GOES-19,2025-08-28 18:40:00
-29.220800,-62.511200,GOES-19,2025-08-28 18:40:00
-29.221300,-62.489200,GOES-19,2025-08-28 18:40:00
-29.221700,-62.467200,GOES-19,2025-08-28 18:40:00
-29.222100,-62.445200,GOES-19,2025-08-28 18:40:00
-29.244200,-62.463900,GOES-19,2025-08-28 18:40:00
-29.465400,-61.527300,GOES-19,2025-08-28 18:40:00
-29.465900,-61.505100,GOES-19,2025-08-28 18:40:00
-29.559300,-62.461600,GOES-19,2025-08-28 18:40:00
-29.708800,-59.726100,GOES-19,2025-08-28 18:40:00
-29.805600,-62.579400,GOES-19,2025-08-28 18:40:00
-33.023300,-58.265400,GOES-19,2025-08-28 18:40:00
-11.483900,-69.480900,GOES-19,2025-08-28 18:40:00
-12.348500,-69.142600,GOES-19,2025-08-28 18:40:00
-12.722700,-69.842300,GOES-19,2025-08-28 18:40:00
-11.250500,-44.980800,GOES-19,2025-08-28 18:40:00
-5.644300,-45.137300,GOES-19,2025-08-28 18:40:00
-9.115600,-65.751300,GOES-19,2025-08-28 18:40:00
-10.971600,-46.881700,GOES-19,2025-08-28 18:40:00
-5.798300,-42.582200,GOES-19,2025-08-28 18:40:00
-6.159300,-44.070300,GOES-19,2025-08-28 18:40:00
-7.622200,-42.697500,GOES-19,2025-08-28 18:40:00
-11.231400,-44.983500,GOES-19,2025-08-28 18:40:00
-6.236600,-43.833000,GOES-19,2025-08-28 18:40:00
-7.641400,-42.671800,GOES-19,2025-08-28 18:40:00
-7.422500,-42.052000,GOES-19,2025-08-28 18:40:00
-6.159500,-44.047200,GOES-19,2025-08-28 18:40:00
-10.841900,-60.820200,GOES-19,2025-08-28 18:40:00
-9.244200,-59.788400,GOES-19,2025-08-28 18:40:00
-5.779700,-42.560100,GOES-19,2025-08-28 18:40:00
-8.102700,-45.018000,GOES-19,2025-08-28 18:40:00
-7.056900,-44.362300,GOES-19,2025-08-28 18:40:00
-8.587300,-63.933700,GOES-19,2025-08-28 18:40:00
-12.996100,-56.920100,GOES-19,2025-08-28 18:40:00
-5.729200,-46.143000,GOES-19,2025-08-28 18:40:00
-7.319600,-46.109000,GOES-19,2025-08-28 18:40:00
-9.542500,-65.681500,GOES-19,2025-08-28 18:40:00
-4.096800,-42.130900,GOES-19,2025-08-28 18:40:00
-9.564000,-45.859400,GOES-19,2025-08-28 18:40:00
-7.622500,-42.673800,GOES-19,2025-08-28 18:40:00
-6.347800,-58.180700,GOES-19,2025-08-28 18:40:00
-10.804900,-60.764400,GOES-19,2025-08-28 18:40:00
-5.044200,-43.084600,GOES-19,2025-08-28 18:40:00
-6.140700,-44.048700,GOES-19,2025-08-28 18:40:00
-10.842100,-60.800900,GOES-19,2025-08-28 18:40:00
-7.973700,-46.363000,GOES-19,2025-08-28 18:40:00
-5.717200,-45.358300,GOES-19,2025-08-28 18:40:00
-6.435500,-44.576400,GOES-19,2025-08-28 18:40:00
-8.947900,-65.961600,GOES-19,2025-08-28 18:40:00
-9.136300,-65.283500,GOES-19,2025-08-28 18:40:00
-8.459000,-43.711300,GOES-19,2025-08-28 18:40:00
-5.749400,-43.824900,GOES-19,2025-08-28 18:40:00
-9.078600,-65.733800,GOES-19,2025-08-28 18:40:00
-4.096600,-42.154700,GOES-19,2025-08-28 18:40:00
-5.603900,-45.501500,GOES-19,2025-08-28 18:40:00
-11.366900,-63.266300,GOES-19,2025-08-28 18:40:00
-13.384700,-46.856300,GOES-19,2025-08-28 18:40:00
-5.779300,-42.607300,GOES-19,2025-08-28 18:40:00
-9.679000,-47.102100,GOES-19,2025-08-28 18:40:00
-6.410500,-45.216000,GOES-19,2025-08-28 18:40:00
-6.781600,-43.763200,GOES-19,2025-08-28 18:40:00
-5.056300,-37.345700,GOES-19,2025-08-28 18:40:00
-9.134000,-65.769400,GOES-19,2025-08-28 18:40:00
-9.436300,-48.317400,GOES-19,2025-08-28 18:40:00
-9.424600,-60.570100,GOES-19,2025-08-28 18:40:00
-5.798100,-42.605900,GOES-19,2025-08-28 18:40:00
-8.102900,-44.995100,GOES-19,2025-08-28 18:40:00
-15.702000,-41.757200,GOES-19,2025-08-28 18:40:00
-11.218900,-55.058500,GOES-19,2025-08-28 18:40:00
-6.204000,-43.324100,GOES-19,2025-08-28 18:40:00
-12.017100,-50.647000,GOES-19,2025-08-28 18:40:00
-11.101700,-44.747600,GOES-19,2025-08-28 18:40:00
-11.231000,-45.006600,GOES-19,2025-08-28 18:40:00
-8.084100,-44.997000,GOES-19,2025-08-28 18:40:00
-11.237500,-55.077200,GOES-19,2025-08-28 18:40:00
-5.845700,-45.619600,GOES-19,2025-08-28 18:40:00
-13.086700,-46.312300,GOES-19,2025-08-28 18:40:00
-7.768700,-72.240600,GOES-19,2025-08-28 18:40:00
-6.140500,-44.071800,GOES-19,2025-08-28 18:40:00
-13.420800,-46.986400,GOES-19,2025-08-28 18:40:00
