lat,lon,satelite,data
-12.957100,-64.805600,GOES-19,2026-08-25 23:00:00
-13.791800,-64.820200,GOES-19,2026-08-25 23:00:00
-13.810800,-64.819200,GOES-19,2026-08-25 23:00:00
-14.729300,-64.518900,GOES-19,2026-08-25 23:00:00
-14.729500,-64.499700,GOES-19,2026-08-25 23:00:00
-14.748600,-64.498500,GOES-19,2026-08-25 23:00:00
-15.612700,-60.792100,GOES-19,2026-08-25 23:00:00
-15.612900,-60.772300,GOES-19,2026-08-25 23:00:00
-15.632200,-60.770700,GOES-19,2026-08-25 23:00:00
-18.347300,-62.219300,GOES-19,2026-08-25 23:00:00
-18.347600,-62.199400,GOES-19,2026-08-25 23:00:00
-21.536000,-60.713000,GOES-19,2026-08-25 23:00:00
-25.092900,-64.406900,GOES-19,2026-08-25 23:00:00
-25.983300,-54.477100,GOES-19,2026-08-25 23:00:00
-26.751600,-62.506600,GOES-19,2026-08-25 23:00:00
-26.752000,-62.485200,GOES-19,2026-08-25 23:00:00
-26.752300,-62.463800,GOES-19,2026-08-25 23:00:00
-26.773700,-62.482300,GOES-19,2026-08-25 23:00:00
-3.416700,-43.386700,GOES-19,2026-08-25 23:00:00
-7.285600,-44.087500,GOES-19,2026-08-25 23:00:00
-7.304400,-44.085700,GOES-19,2026-08-25 23:00:00
-7.748100,-44.756100,GOES-19,2026-08-25 23:00:00
-7.767000,-44.754300,GOES-19,2026-08-25 23:00:00
-10.372300,-45.076700,GOES-19,2026-08-25 23:00:00
-10.372700,-45.053700,GOES-19,2026-08-25 23:00:00
-10.391400,-45.074200,GOES-19,2026-08-25 23:00:00
-10.391800,-45.051200,GOES-19,2026-08-25 23:00:00
-11.020100,-45.059000,GOES-19,2026-08-25 23:00:00
-11.429800,-44.561500,GOES-19,2026-08-25 23:00:00
-11.430200,-44.538200,GOES-19,2026-08-25 23:00:00
-12.759900,-44.284400,GOES-19,2026-08-25 23:00:00
-12.760300,-44.260800,GOES-19,2026-08-25 23:00:00
-12.760800,-44.237300,GOES-19,2026-08-25 23:00:00
-12.779200,-44.281200,GOES-19,2026-08-25 23:00:00
-12.779700,-44.257600,GOES-19,2026-08-25 23:00:00
-12.780200,-44.234100,GOES-19,2026-08-25 23:00:00
-16.477300,-47.938100,GOES-19,2026-08-25 23:00:00
-16.497100,-47.934400,GOES-19,2026-08-25 23:00:00
-13.857900,-53.992800,GOES-19,2026-08-25 23:00:00
2.598300,-60.697000,GOES-19,2026-08-25 23:00:00
2.580000,-60.697300,GOES-19,2026-08-25 23:00:00
2.233300,-60.701800,GOES-19,2026-08-25 23:00:00
1.510000,-55.963800,GOES-19,2026-08-25 23:00:00
1.510100,-55.944100,GOES-19,2026-08-25 23:00:00
1.491700,-55.983700,GOES-19,2026-08-25 23:00:00
1.491700,-55.964000,GOES-19,2026-08-25 23:00:00
-2.794800,-49.582000,GOES-19,2026-08-25 23:00:00
-3.090100,-61.200500,GOES-19,2026-08-25 23:00:00
-3.108400,-61.200300,GOES-19,2026-08-25 23:00:00
-3.126600,-61.200000,GOES-19,2026-08-25 23:00:00
-3.181500,-61.161300,GOES-19,2026-08-25 23:00:00
-3.540600,-48.188900,GOES-19,2026-08-25 23:00:00
-5.647900,-46.946700,GOES-19,2026-08-25 23:00:00
-5.666400,-46.967500,GOES-19,2026-08-25 23:00:00
-5.666600,-46.945500,GOES-19,2026-08-25 23:00:00
-6.110200,-57.820500,GOES-19,2026-08-25 23:00:00
-6.128500,-57.839300,GOES-19,2026-08-25 23:00:00
-6.128600,-57.819800,GOES-19,2026-08-25 23:00:00
-6.136000,-59.925400,GOES-19,2026-08-25 23:00:00
-6.154400,-59.924800,GOES-19,2026-08-25 23:00:00
-6.411400,-60.049800,GOES-19,2026-08-25 23:00:00
-6.622600,-58.499500,GOES-19,2026-08-25 23:00:00
-6.622700,-58.480100,GOES-19,2026-08-25 23:00:00
-6.641000,-58.498700,GOES-19,2026-08-25 23:00:00
-7.005300,-59.315400,GOES-19,2026-08-25 23:00:00
-7.061200,-59.235800,GOES-19,2026-08-25 23:00:00
-7.061300,-59.216500,GOES-19,2026-08-25 23:00:00
-7.079600,-59.235100,GOES-19,2026-08-25 23:00:00
-7.079700,-59.215700,GOES-19,2026-08-25 23:00:00
-7.384900,-55.172300,GOES-19,2026-08-25 23:00:00
-7.385000,-55.152300,GOES-19,2026-08-25 23:00:00
-7.403400,-55.171300,GOES-19,2026-08-25 23:00:00
-7.403600,-55.151300,GOES-19,2026-08-25 23:00:00
-8.634400,-54.752800,GOES-19,2026-08-25 23:00:00
-8.634600,-54.732600,GOES-19,2026-08-25 23:00:00
-8.818400,-62.337900,GOES-19,2026-08-25 23:00:00
-8.818500,-62.318900,GOES-19,2026-08-25 23:00:00
-9.602200,-55.128000,GOES-19,2026-08-25 23:00:00
-9.602400,-55.107800,GOES-19,2026-08-25 23:00:00
-9.621200,-55.106400,GOES-19,2026-08-25 23:00:00
-9.677600,-55.082000,GOES-19,2026-08-25 23:00:00
-10.740900,-54.019600,GOES-19,2026-08-25 23:00:00
-10.759600,-54.038400,GOES-19,2026-08-25 23:00:00
-10.759800,-54.017900,GOES-19,2026-08-25 23:00:00
-10.760000,-53.997400,GOES-19,2026-08-25 23:00:00
-10.778400,-54.036800,GOES-19,2026-08-25 23:00:00
-10.778700,-54.016300,GOES-19,2026-08-25 23:00:00
-13.227300,-51.418600,GOES-19,2026-08-25 23:00:00
-13.227700,-51.397300,GOES-19,2026-08-25 23:00:00
