lat,lon,satelite,data
-4.893800,-43.164800,GOES-19,2025-09-02 16:00:00
-3.039800,-59.318300,GOES-19,2025-09-02 16:00:00
-5.869400,-43.000300,GOES-19,2025-09-02 16:00:00
-12.774500,-66.765000,GOES-19,2025-09-02 16:00:00
-13.364500,-66.192200,GOES-19,2025-09-02 16:00:00
-13.383500,-66.191400,GOES-19,2025-09-02 16:00:00
-13.383600,-66.172400,GOES-19,2025-09-02 16:00:00
-13.402200,-66.228500,GOES-19,2025-09-02 16:00:00
-13.402500,-66.171600,GOES-19,2025-09-02 16:00:00
-13.557800,-65.651700,GOES-19,2025-09-02 16:00:00
-13.594800,-65.783100,GOES-19,2025-09-02 16:00:00
-13.613800,-65.782200,GOES-19,2025-09-02 16:00:00
-13.981100,-62.674200,GOES-19,2025-09-02 16:00:00
-18.078400,-58.865100,GOES-19,2025-09-02 16:00:00
-18.098100,-58.862800,GOES-19,2025-09-02 16:00:00
-18.499100,-59.793400,GOES-19,2025-09-02 16:00:00
-18.518900,-59.791300,GOES-19,2025-09-02 16:00:00
-6.279400,-43.294500,GOES-19,2025-09-02 16:00:00
-7.210800,-44.048300,GOES-19,2025-09-02 16:00:00
-7.796300,-45.457300,GOES-19,2025-09-02 16:00:00
-8.020300,-44.060800,GOES-19,2025-09-02 16:00:00
-6.722600,-42.264800,GOES-19,2025-09-02 16:00:00
-8.828100,-45.782800,GOES-19,2025-09-02 16:00:00
-8.827800,-45.805400,GOES-19,2025-09-02 16:00:00
-8.884800,-45.776700,GOES-19,2025-09-02 16:00:00
-8.865900,-45.778800,GOES-19,2025-09-02 16:00:00
-6.341300,-53.433900,GOES-19,2025-09-02 16:00:00
-6.440300,-58.118600,GOES-19,2025-09-02 16:00:00
-6.347900,-58.161300,GOES-19,2025-09-02 16:00:00
-5.735900,-45.357000,GOES-19,2025-09-02 16:00:00
-6.329500,-58.162000,GOES-19,2025-09-02 16:00:00
-6.329300,-58.181400,GOES-19,2025-09-02 16:00:00
-6.440200,-58.138000,GOES-19,2025-09-02 16:00:00
-21.981900,-63.690000,GOES-19,2025-09-02 16:00:00
-12.918900,-57.007400,GOES-19,2025-09-02 16:00:00
-12.615100,-56.994300,GOES-19,2025-09-02 16:00:00
-9.479100,-46.521800,GOES-19,2025-09-02 16:00:00
-11.425100,-55.182600,GOES-19,2025-09-02 16:00:00
-7.954400,-46.409500,GOES-19,2025-09-02 16:00:00
-11.664700,-57.353300,GOES-19,2025-09-02 16:00:00
-8.744000,-62.379000,GOES-19,2025-09-02 16:00:00
-9.502500,-57.803200,GOES-19,2025-09-02 16:00:00
-6.890900,-45.876300,GOES-19,2025-09-02 16:00:00
-8.594700,-62.574700,GOES-19,2025-09-02 16:00:00
-8.575900,-62.613300,GOES-19,2025-09-02 16:00:00
-10.062000,-48.119700,GOES-19,2025-09-02 16:00:00
-11.645600,-57.374700,GOES-19,2025-09-02 16:00:00
-8.669700,-62.420000,GOES-19,2025-09-02 16:00:00
-6.891100,-45.853800,GOES-19,2025-09-02 16:00:00
-12.614900,-57.014300,GOES-19,2025-09-02 16:00:00
-15.736600,-53.656100,GOES-19,2025-09-02 16:00:00
-14.850900,-60.045900,GOES-19,2025-09-02 16:00:00
-12.634100,-56.992600,GOES-19,2025-09-02 16:00:00
-9.474400,-48.291700,GOES-19,2025-09-02 16:00:00
-15.736300,-53.677200,GOES-19,2025-09-02 16:00:00
-10.894700,-50.835600,GOES-19,2025-09-02 16:00:00
-7.953100,-46.521200,GOES-19,2025-09-02 16:00:00
-9.014100,-45.988600,GOES-19,2025-09-02 16:00:00
-7.529200,-61.325400,GOES-19,2025-09-02 16:00:00
