lat,lon,satelite,data
5.114000,-71.695900,GOES-19,2026-01-26 14:20:00
-19.701100,-58.114000,GOES-19,2026-01-26 14:20:00
-21.579500,-63.262200,GOES-19,2026-01-26 14:20:00
-22.044400,-58.545900,GOES-19,2026-01-26 14:20:00
-22.161100,-58.886300,GOES-19,2026-01-26 14:20:00
-22.161500,-58.865300,GOES-19,2026-01-26 14:20:00
-22.181700,-58.883400,GOES-19,2026-01-26 14:20:00
-22.182100,-58.862400,GOES-19,2026-01-26 14:20:00
-22.182500,-58.841300,GOES-19,2026-01-26 14:20:00
-22.245800,-61.081700,GOES-19,2026-01-26 14:20:00
-22.246100,-61.061000,GOES-19,2026-01-26 14:20:00
-22.266700,-61.058500,GOES-19,2026-01-26 14:20:00
-22.690600,-61.566000,GOES-19,2026-01-26 14:20:00
-22.764400,-58.589200,GOES-19,2026-01-26 14:20:00
-22.764800,-58.568000,GOES-19,2026-01-26 14:20:00
-24.258800,-63.747400,GOES-19,2026-01-26 14:20:00
-26.002100,-57.980600,GOES-19,2026-01-26 14:20:00
-26.002600,-57.958600,GOES-19,2026-01-26 14:20:00
