lat,lon,satelite,data
-5.863800,-43.607600,GOES-19,2026-08-26 22:20:00
-3.472600,-43.384200,GOES-19,2026-08-26 22:20:00
-22.244300,-57.778300,GOES-19,2026-08-26 22:20:00
-22.244800,-57.757000,GOES-19,2026-08-26 22:20:00
-22.265000,-57.775100,GOES-19,2026-08-26 22:20:00
-24.434300,-57.621000,GOES-19,2026-08-26 22:20:00
-28.623900,-57.303100,GOES-19,2026-08-26 22:20:00
-28.624500,-57.280400,GOES-19,2026-08-26 22:20:00
-3.472800,-43.360900,GOES-19,2026-08-26 22:20:00
-3.959600,-43.103800,GOES-19,2026-08-26 22:20:00
-4.689700,-42.944100,GOES-19,2026-08-26 22:20:00
-5.864000,-43.584400,GOES-19,2026-08-26 22:20:00
-5.882500,-43.606100,GOES-19,2026-08-26 22:20:00
-5.882700,-43.582900,GOES-19,2026-08-26 22:20:00
-7.337800,-44.451400,GOES-19,2026-08-26 22:20:00
-7.338100,-44.428300,GOES-19,2026-08-26 22:20:00
-7.520000,-44.960800,GOES-19,2026-08-26 22:20:00
-10.353300,-45.079100,GOES-19,2026-08-26 22:20:00
-10.353600,-45.056100,GOES-19,2026-08-26 22:20:00
-10.372300,-45.076700,GOES-19,2026-08-26 22:20:00
-10.372700,-45.053700,GOES-19,2026-08-26 22:20:00
-12.449800,-43.391100,GOES-19,2026-08-26 22:20:00
-13.340200,-48.207900,GOES-19,2026-08-26 22:20:00
-1.365500,-54.637500,GOES-19,2026-08-26 22:20:00
-2.730300,-47.064400,GOES-19,2026-08-26 22:20:00
-2.730400,-47.042400,GOES-19,2026-08-26 22:20:00
-2.798400,-48.623000,GOES-19,2026-08-26 22:20:00
-2.816800,-48.643900,GOES-19,2026-08-26 22:20:00
-2.816900,-48.622400,GOES-19,2026-08-26 22:20:00
-4.550400,-44.112800,GOES-19,2026-08-26 22:20:00
-4.550500,-44.089900,GOES-19,2026-08-26 22:20:00
-4.550700,-44.066800,GOES-19,2026-08-26 22:20:00
-4.569000,-44.111700,GOES-19,2026-08-26 22:20:00
-4.569200,-44.088700,GOES-19,2026-08-26 22:20:00
-4.569400,-44.065700,GOES-19,2026-08-26 22:20:00
-6.229800,-53.480500,GOES-19,2026-08-26 22:20:00
-6.235000,-55.471500,GOES-19,2026-08-26 22:20:00
-6.267600,-53.376800,GOES-19,2026-08-26 22:20:00
-6.267700,-53.356500,GOES-19,2026-08-26 22:20:00
-6.286100,-53.375800,GOES-19,2026-08-26 22:20:00
-6.286300,-53.355500,GOES-19,2026-08-26 22:20:00
-6.303400,-53.557900,GOES-19,2026-08-26 22:20:00
-6.303500,-53.537600,GOES-19,2026-08-26 22:20:00
-6.423300,-54.943200,GOES-19,2026-08-26 22:20:00
-6.513800,-55.238700,GOES-19,2026-08-26 22:20:00
-6.639600,-53.193400,GOES-19,2026-08-26 22:20:00
-6.639700,-53.173000,GOES-19,2026-08-26 22:20:00
-6.769800,-55.684400,GOES-19,2026-08-26 22:20:00
-7.019800,-47.966900,GOES-19,2026-08-26 22:20:00
-7.069800,-44.910700,GOES-19,2026-08-26 22:20:00
-7.274700,-46.803600,GOES-19,2026-08-26 22:20:00
-7.366500,-55.153400,GOES-19,2026-08-26 22:20:00
-7.385000,-55.152300,GOES-19,2026-08-26 22:20:00
-7.465400,-67.721300,GOES-19,2026-08-26 22:20:00
-7.465400,-67.702900,GOES-19,2026-08-26 22:20:00
-7.606900,-47.283700,GOES-19,2026-08-26 22:20:00
-8.167200,-47.498100,GOES-19,2026-08-26 22:20:00
-8.601300,-70.200900,GOES-19,2026-08-26 22:20:00
-9.209400,-51.544400,GOES-19,2026-08-26 22:20:00
-9.228000,-51.563800,GOES-19,2026-08-26 22:20:00
-9.228200,-51.542800,GOES-19,2026-08-26 22:20:00
-9.228400,-51.521900,GOES-19,2026-08-26 22:20:00
-9.970800,-53.941900,GOES-19,2026-08-26 22:20:00
-11.697000,-54.587600,GOES-19,2026-08-26 22:20:00
-11.735400,-54.543100,GOES-19,2026-08-26 22:20:00
-11.735700,-54.522700,GOES-19,2026-08-26 22:20:00
-11.754400,-54.541400,GOES-19,2026-08-26 22:20:00
-11.754600,-54.520900,GOES-19,2026-08-26 22:20:00
-12.188900,-50.626700,GOES-19,2026-08-26 22:20:00
-12.208000,-50.624400,GOES-19,2026-08-26 22:20:00
-13.341900,-51.446900,GOES-19,2026-08-26 22:20:00
-13.361100,-51.444500,GOES-19,2026-08-26 22:20:00
-13.470700,-57.057400,GOES-19,2026-08-26 22:20:00
-14.563400,-52.034400,GOES-19,2026-08-26 22:20:00
-14.582800,-52.031800,GOES-19,2026-08-26 22:20:00
