lat,lon,satelite,data
-7.617100,-49.922600,GOES-19,2026-08-19 13:40:00
-3.127800,-60.688900,GOES-19,2026-08-19 13:40:00
-14.295600,-51.899500,GOES-19,2026-08-19 13:40:00
-16.517800,-54.685700,GOES-19,2026-08-19 13:40:00
-9.753700,-43.296200,GOES-19,2026-08-19 13:40:00
-11.403600,-47.251100,GOES-19,2026-08-19 13:40:00
-15.187500,-52.863900,GOES-19,2026-08-19 13:40:00
-14.201700,-52.906500,GOES-19,2026-08-19 13:40:00
-9.753300,-43.319900,GOES-19,2026-08-19 13:40:00
-15.383800,-52.731500,GOES-19,2026-08-19 13:40:00
-16.537400,-54.683100,GOES-19,2026-08-19 13:40:00
-13.585800,-51.778100,GOES-19,2026-08-19 13:40:00
-14.221300,-52.883000,GOES-19,2026-08-19 13:40:00
-11.043100,-51.053500,GOES-19,2026-08-19 13:40:00
-14.470400,-51.833700,GOES-19,2026-08-19 13:40:00
-15.207300,-52.840100,GOES-19,2026-08-19 13:40:00
-11.996100,-53.447500,GOES-19,2026-08-19 13:40:00
-8.368800,-46.347300,GOES-19,2026-08-19 13:40:00
-11.931900,-49.991400,GOES-19,2026-08-19 13:40:00
-5.927400,-49.250500,GOES-19,2026-08-19 13:40:00
-8.503000,-54.862500,GOES-19,2026-08-19 13:40:00
-5.908800,-49.251700,GOES-19,2026-08-19 13:40:00
-5.431700,-48.421200,GOES-19,2026-08-19 13:40:00
-11.404000,-47.228700,GOES-19,2026-08-19 13:40:00
-14.221000,-52.904100,GOES-19,2026-08-19 13:40:00
-14.527200,-53.034100,GOES-19,2026-08-19 13:40:00
-6.091200,-57.918700,GOES-19,2026-08-19 13:40:00
-13.586200,-51.756800,GOES-19,2026-08-19 13:40:00
-14.276300,-51.902000,GOES-19,2026-08-19 13:40:00
-6.073000,-45.287300,GOES-19,2026-08-19 13:40:00
-15.187900,-52.842700,GOES-19,2026-08-19 13:40:00
-5.908600,-49.273000,GOES-19,2026-08-19 13:40:00
-11.891100,-50.168600,GOES-19,2026-08-19 13:40:00
