lat,lon,satelite,data
-15.701400,-61.475200,GOES-19,2026-07-25 07:30:00
-15.720700,-61.473700,GOES-19,2026-07-25 07:30:00
-16.117800,-60.629500,GOES-19,2026-07-25 07:30:00
-16.137200,-60.627800,GOES-19,2026-07-25 07:30:00
-16.739600,-60.652800,GOES-19,2026-07-25 07:30:00
-16.934600,-60.654700,GOES-19,2026-07-25 07:30:00
-16.973400,-60.671000,GOES-19,2026-07-25 07:30:00
-16.973700,-60.651100,GOES-19,2026-07-25 07:30:00
-16.992900,-60.669200,GOES-19,2026-07-25 07:30:00
-16.993200,-60.649200,GOES-19,2026-07-25 07:30:00
